State,Year,Month,Season,Temperature_C,Humidity_pct,Pressure_hPa,WindSpeed_mps,CloudCover_pct,Rainfall_mm
Maharashtra,2021,4,Pre-Monsoon,34.1,60.1,1009.9,2.4,33.7,51.6
Maharashtra,2021,5,Pre-Monsoon,32.5,72.8,1016.9,2.2,45.5,66.6
Maharashtra,2021,6,Monsoon,32.3,83.0,1012.2,4.9,51.4,63.5
Maharashtra,2021,7,Monsoon,27.6,81.1,1025.1,6.7,84.6,116.3
Maharashtra,2021,8,Monsoon,26.4,75.7,1007.5,3.9,72.5,90.9
Maharashtra,2021,9,Monsoon,26.0,86.0,1005.5,4.7,100.0,111.0
Maharashtra,2021,10,Post-Monsoon,24.9,57.7,1020.7,4.5,16.6,49.5
Maharashtra,2021,11,Post-Monsoon,29.1,59.2,1031.5,1.0,38.8,63.3
Maharashtra,2021,12,Winter,28.2,60.8,1015.2,2.1,39.0,54.8
Maharashtra,2022,1,Winter,27.2,57.0,1015.6,2.5,51.9,68.5
Maharashtra,2022,2,Winter,22.5,70.1,1006.7,1.8,26.1,87.7
Maharashtra,2022,3,Pre-Monsoon,28.7,85.1,1020.4,2.7,34.2,76.0
Maharashtra,2022,4,Pre-Monsoon,34.0,65.2,1016.9,2.6,32.0,54.9
Maharashtra,2022,5,Pre-Monsoon,32.6,69.1,1017.2,-0.4,44.8,74.3
Maharashtra,2022,6,Monsoon,30.0,76.9,1020.9,5.4,63.4,96.7
Maharashtra,2022,7,Monsoon,28.1,69.0,1008.6,5.4,89.3,119.6
Maharashtra,2022,8,Monsoon,31.5,84.1,1008.5,4.9,87.0,131.8
Maharashtra,2022,9,Monsoon,32.4,85.7,1015.5,5.6,74.6,87.3
Maharashtra,2022,10,Post-Monsoon,29.7,54.0,1008.3,2.4,23.1,41.4
Maharashtra,2022,11,Post-Monsoon,26.2,61.7,1013.0,1.7,44.9,86.5
Maharashtra,2022,12,Winter,22.8,53.9,1007.6,1.6,47.4,63.4
Maharashtra,2023,1,Winter,25.5,44.0,1017.4,1.3,35.9,53.7
Maharashtra,2023,2,Winter,28.7,49.5,991.9,2.7,62.0,107.4
Maharashtra,2023,3,Pre-Monsoon,33.4,56.1,1018.6,1.5,42.1,70.0
Maharashtra,2023,4,Pre-Monsoon,35.1,82.1,1015.7,2.0,34.6,35.3
Maharashtra,2023,5,Pre-Monsoon,31.6,56.7,1009.3,2.7,22.7,70.9
Maharashtra,2023,6,Monsoon,30.0,79.9,1010.7,4.7,87.4,96.2
Maharashtra,2023,7,Monsoon,28.7,77.6,1003.6,3.7,67.9,116.9
Maharashtra,2023,8,Monsoon,30.5,81.5,1019.0,4.4,80.9,104.0
Maharashtra,2023,9,Monsoon,30.5,75.3,995.9,4.4,96.3,142.4
Maharashtra,2023,10,Post-Monsoon,31.9,69.9,1013.6,2.7,25.7,50.8
Maharashtra,2023,11,Post-Monsoon,31.2,69.6,1012.0,2.0,35.0,77.0
Maharashtra,2023,12,Winter,23.1,41.6,1009.1,1.3,27.4,40.3
Maharashtra,2024,1,Winter,25.1,71.6,1015.3,2.8,44.3,49.5
Maharashtra,2024,2,Winter,28.1,59.4,1017.7,1.4,11.7,54.3
Maharashtra,2024,3,Pre-Monsoon,33.8,52.8,1006.9,3.6,17.2,75.5
Maharashtra,2024,4,Pre-Monsoon,31.2,65.1,1010.7,3.1,26.8,53.0
Maharashtra,2024,5,Pre-Monsoon,33.1,52.0,1018.2,2.0,31.6,29.3
Maharashtra,2024,6,Monsoon,24.9,78.5,1029.9,5.3,74.7,89.6
Maharashtra,2024,7,Monsoon,30.0,84.4,1004.7,5.6,85.7,131.7
Maharashtra,2024,8,Monsoon,30.9,80.2,1017.7,5.1,69.7,85.3
Maharashtra,2024,9,Monsoon,30.2,92.4,1004.3,3.0,77.5,116.7
Maharashtra,2024,10,Post-Monsoon,30.3,62.0,1011.4,4.0,11.0,24.8
Maharashtra,2024,11,Post-Monsoon,29.8,46.9,1011.8,4.2,35.3,56.3
Maharashtra,2024,12,Winter,23.5,55.1,1010.4,2.2,54.2,83.4
Karnataka,2010,1,Winter,21.8,67.0,1016.5,3.6,58.7,60.3
Karnataka,2010,2,Winter,22.4,54.9,1011.4,3.0,49.8,66.7
Karnataka,2010,3,Pre-Monsoon,30.4,66.2,1007.2,4.6,10.9,49.3
Karnataka,2010,4,Pre-Monsoon,35.0,65.1,1011.7,2.1,32.3,87.7
Karnataka,2010,5,Pre-Monsoon,26.6,77.3,1003.0,2.2,28.6,79.8
Karnataka,2010,6,Monsoon,24.8,88.7,1027.2,3.1,77.8,91.4
Karnataka,2010,7,Monsoon,28.9,85.2,1008.5,5.0,100.0,123.9
Karnataka,2010,8,Monsoon,29.4,74.7,1006.3,5.0,97.3,127.2
Karnataka,2010,9,Monsoon,27.4,85.0,1004.2,5.1,88.2,110.8
Karnataka,2010,10,Post-Monsoon,27.1,67.1,1009.9,2.4,66.5,84.6
Karnataka,2010,11,Post-Monsoon,27.3,59.8,1018.2,2.3,25.3,75.2
Karnataka,2010,12,Winter,26.8,60.2,999.9,3.5,24.7,71.7
Karnataka,2011,1,Winter,20.1,72.1,1004.5,3.2,35.2,50.6
Karnataka,2011,2,Winter,23.2,70.5,1013.7,3.1,64.6,57.2
Karnataka,2011,3,Pre-Monsoon,34.2,65.8,1006.7,1.2,32.2,81.0
Karnataka,2011,4,Pre-Monsoon,30.7,77.1,1002.8,2.5,16.2,65.4
Karnataka,2011,5,Pre-Monsoon,32.8,61.6,994.8,2.7,41.6,80.4
Karnataka,2011,6,Monsoon,30.5,76.4,1017.8,5.7,48.3,83.8
Karnataka,2011,7,Monsoon,27.0,84.3,1015.4,4.0,64.9,97.0
Karnataka,2011,8,Monsoon,25.8,76.3,1017.8,3.4,85.0,115.9
Karnataka,2011,9,Monsoon,24.5,79.6,1021.4,3.5,68.0,102.9
Karnataka,2011,10,Post-Monsoon,29.6,63.0,1008.8,3.9,61.1,102.7
Karnataka,2011,11,Post-Monsoon,28.2,58.5,1007.2,3.0,41.3,93.3
Karnataka,2011,12,Winter,25.3,53.0,1020.4,1.5,29.2,52.0
Karnataka,2012,1,Winter,28.0,89.9,1017.2,2.3,43.0,99.2
Karnataka,2012,2,Winter,23.4,79.4,1014.6,3.0,45.0,86.2
Karnataka,2012,3,Pre-Monsoon,32.7,60.1,1009.1,1.4,41.6,81.3
Karnataka,2012,4,Pre-Monsoon,31.9,78.4,1013.0,3.2,18.6,49.0
Karnataka,2012,5,Pre-Monsoon,32.4,71.8,1010.9,2.4,12.2,41.3
Karnataka,2012,6,Monsoon,29.8,89.6,1016.5,4.5,75.1,94.0
Karnataka,2012,7,Monsoon,29.4,88.4,1016.4,4.0,42.7,102.5
Karnataka,2012,8,Monsoon,27.0,78.1,1017.9,4.1,90.9,124.8
Karnataka,2012,9,Monsoon,29.4,74.1,1021.5,4.8,69.5,94.3
Karnataka,2012,10,Post-Monsoon,24.4,68.3,1005.8,1.1,12.2,70.6
Karnataka,2012,11,Post-Monsoon,26.7,77.3,1009.2,0.8,18.3,82.0
Karnataka,2012,12,Winter,23.7,60.6,1014.1,3.0,51.8,101.1
Karnataka,2013,1,Winter,23.3,54.4,1010.1,2.8,20.5,25.9
Karnataka,2013,2,Winter,24.7,64.6,1013.2,1.7,31.5,40.2
Karnataka,2013,3,Pre-Monsoon,32.8,73.3,1000.1,1.6,12.6,41.0
Karnataka,2013,4,Pre-Monsoon,30.8,53.4,1006.5,1.5,38.1,61.3
Karnataka,2013,5,Pre-Monsoon,29.6,66.4,1009.2,2.2,60.1,111.1
Karnataka,2013,6,Monsoon,25.4,91.6,1018.7,3.4,87.3,148.1
Karnataka,2013,7,Monsoon,25.8,77.7,1020.1,4.8,83.3,112.0
Karnataka,2013,8,Monsoon,28.8,74.4,1020.3,5.7,71.6,92.9
Karnataka,2013,9,Monsoon,24.9,89.1,1017.0,4.4,91.9,113.5
Karnataka,2013,10,Post-Monsoon,29.1,56.8,1012.8,2.3,38.4,52.3
Karnataka,2013,11,Post-Monsoon,27.7,71.6,1009.9,0.9,61.2,115.6
Karnataka,2013,12,Winter,21.4,70.5,1009.5,2.8,39.4,65.4
Karnataka,2014,1,Winter,22.4,59.5,1006.6,1.7,34.0,32.2
Karnataka,2014,2,Winter,25.4,76.9,1008.9,2.7,42.5,60.2
Karnataka,2014,3,Pre-Monsoon,31.2,70.9,1016.4,1.3,48.0,64.5
Karnataka,2014,4,Pre-Monsoon,29.5,65.3,1017.8,2.3,51.1,84.2
Karnataka,2014,5,Pre-Monsoon,29.4,54.0,1015.1,3.2,31.5,56.4
Karnataka,2014,6,Monsoon,25.3,90.5,1008.8,6.2,100.0,80.8
Karnataka,2014,7,Monsoon,26.9,91.9,1010.3,4.5,75.4,51.0
Karnataka,2014,8,Monsoon,28.0,79.5,1009.5,5.9,56.2,73.5
Karnataka,2014,9,Monsoon,27.4,82.8,1018.5,4.8,83.6,89.9
Karnataka,2014,10,Post-Monsoon,27.3,60.1,1005.4,1.7,79.2,85.5
Karnataka,2014,11,Post-Monsoon,25.3,54.4,1016.4,3.0,43.2,38.9
Karnataka,2014,12,Winter,23.7,67.6,1013.6,0.3,31.6,30.3
Karnataka,2015,1,Winter,24.4,88.9,1015.6,2.2,48.8,67.1
Karnataka,2015,2,Winter,24.8,69.9,1027.4,1.4,42.1,32.3
Karnataka,2015,3,Pre-Monsoon,32.1,57.7,1010.1,2.2,49.6,62.0
Karnataka,2015,4,Pre-Monsoon,28.5,65.4,1008.0,1.2,31.7,38.7
Karnataka,2015,5,Pre-Monsoon,35.9,68.5,1003.4,1.9,50.3,85.2
Karnataka,2015,6,Monsoon,24.8,70.0,1026.1,4.9,62.0,64.3
Karnataka,2015,7,Monsoon,22.7,85.0,1015.3,5.4,59.8,66.1
Karnataka,2015,8,Monsoon,26.1,87.0,1006.7,4.1,60.1,77.4
Karnataka,2015,9,Monsoon,29.7,83.1,1013.3,3.1,70.5,70.0
Karnataka,2015,10,Post-Monsoon,33.2,56.1,1023.2,3.5,39.2,63.6
Karnataka,2015,11,Post-Monsoon,28.7,68.1,1012.6,3.7,51.4,45.1
Karnataka,2015,12,Winter,21.4,63.4,1007.4,2.4,53.6,48.1
Karnataka,2016,1,Winter,23.9,65.5,1018.9,0.3,25.9,56.6
Karnataka,2016,2,Winter,26.4,61.1,999.9,3.1,25.5,33.3
Karnataka,2016,3,Pre-Monsoon,29.8,63.5,1008.8,0.3,48.5,98.9
Karnataka,2016,4,Pre-Monsoon,32.3,55.9,1011.6,2.5,44.0,77.5
Karnataka,2016,5,Pre-Monsoon,29.5,65.7,1016.2,4.0,45.6,85.1
Karnataka,2016,6,Monsoon,28.2,96.3,1015.9,3.6,96.1,142.2
Karnataka,2016,7,Monsoon,27.1,81.2,1015.1,5.0,78.0,111.3
Karnataka,2016,8,Monsoon,31.4,93.6,1014.3,5.4,59.5,106.0
Karnataka,2016,9,Monsoon,31.6,83.3,1007.1,3.8,58.7,78.4
Karnataka,2016,10,Post-Monsoon,27.3,53.8,1013.1,3.4,21.4,74.5
Karnataka,2016,11,Post-Monsoon,29.0,73.2,1008.4,3.4,18.6,73.3
Karnataka,2016,12,Winter,24.3,69.4,1004.8,1.6,44.0,55.9
Karnataka,2017,1,Winter,24.9,54.1,1018.9,1.3,43.3,72.0
Karnataka,2017,2,Winter,22.6,69.7,1014.8,2.0,19.9,12.5
Karnataka,2017,3,Pre-Monsoon,31.7,52.5,1013.7,2.2,45.2,56.1
Karnataka,2017,4,Pre-Monsoon,30.3,70.9,1015.3,2.8,42.0,39.3
Karnataka,2017,5,Pre-Monsoon,32.5,69.9,1005.9,2.3,34.4,64.4
Karnataka,2017,6,Monsoon,28.7,96.5,1020.6,3.2,84.3,143.7
Karnataka,2017,7,Monsoon,28.8,93.7,1027.1,5.5,78.7,129.3
Karnataka,2017,8,Monsoon,28.3,85.2,1010.5,6.1,62.7,127.7
Karnataka,2017,9,Monsoon,29.0,73.8,1015.6,2.4,84.4,123.3
Karnataka,2017,10,Post-Monsoon,26.8,66.0,1026.7,2.0,19.1,73.8
Karnataka,2017,11,Post-Monsoon,31.9,65.0,1020.1,3.8,23.9,40.4
Karnataka,2017,12,Winter,26.5,78.5,1016.9,1.6,64.8,81.5
Karnataka,2018,1,Winter,23.3,67.7,1023.9,3.4,41.2,73.3
Karnataka,2018,2,Winter,24.1,69.5,995.3,2.2,38.6,51.4
Karnataka,2018,3,Pre-Monsoon,31.8,63.4,1025.3,4.1,28.0,47.3
Karnataka,2018,4,Pre-Monsoon,30.9,61.4,1014.4,1.7,18.0,58.0
Karnataka,2018,5,Pre-Monsoon,32.3,58.6,1019.3,1.9,38.8,74.9
Karnataka,2018,6,Monsoon,27.9,88.6,1009.4,4.3,71.9,92.0
Karnataka,2018,7,Monsoon,27.6,72.6,1009.6,4.2,71.2,91.8
Karnataka,2018,8,Monsoon,27.9,88.8,1019.1,3.9,57.0,70.4
Karnataka,2018,9,Monsoon,27.0,82.2,1007.6,3.2,68.2,104.4
Karnataka,2018,10,Post-Monsoon,29.2,60.5,1010.1,1.6,34.5,42.9
Karnataka,2018,11,Post-Monsoon,29.1,50.7,1010.5,2.8,37.8,110.3
Karnataka,2018,12,Winter,24.7,57.0,1012.3,0.7,33.8,39.6
Karnataka,2019,1,Winter,25.8,60.6,1012.2,1.9,61.1,96.1
Karnataka,2019,2,Winter,27.7,71.5,1016.4,2.9,40.9,39.7
Karnataka,2019,3,Pre-Monsoon,30.4,71.8,1012.7,1.1,34.2,129.3
Karnataka,2019,4,Pre-Monsoon,33.5,64.5,1019.7,2.1,9.4,25.9
Karnataka,2019,5,Pre-Monsoon,34.1,62.8,1011.3,2.2,63.6,151.5
Karnataka,2019,6,Monsoon,32.4,83.7,1015.1,3.0,97.2,128.1
Karnataka,2019,7,Monsoon,28.4,76.2,1008.9,3.7,65.9,109.3
Karnataka,2019,8,Monsoon,26.9,91.7,1005.3,4.7,93.3,152.4
Karnataka,2019,9,Monsoon,26.6,83.2,1021.3,4.7,67.0,136.1
Karnataka,2019,10,Post-Monsoon,25.8,70.5,1015.9,2.2,22.4,47.0
Karnataka,2019,11,Post-Monsoon,29.1,74.8,1008.5,3.0,3.7,42.6
Karnataka,2019,12,Winter,23.9,57.7,1006.4,1.8,39.4,77.8
Karnataka,2020,1,Winter,19.5,48.0,1008.8,3.0,0.0,19.9
Karnataka,2020,2,Winter,22.9,76.1,1010.3,2.9,37.1,37.2
Karnataka,2020,3,Pre-Monsoon,32.5,66.7,1016.6,6.4,3.7,92.2
Karnataka,2020,4,Pre-Monsoon,30.4,67.3,1012.7,2.1,26.5,82.0
Karnataka,2020,5,Pre-Monsoon,28.0,71.0,1010.1,1.4,28.2,112.2
Karnataka,2020,6,Monsoon,26.9,87.9,1007.9,5.3,85.3,201.2
Karnataka,2020,7,Monsoon,27.6,90.3,1013.7,5.8,64.2,149.5
Karnataka,2020,8,Monsoon,27.6,84.5,1013.6,4.8,73.3,140.6
Karnataka,2020,9,Monsoon,31.2,92.9,1019.1,4.0,61.7,151.5
Karnataka,2020,10,Post-Monsoon,29.8,76.8,1008.8,2.3,10.4,55.9
Karnataka,2020,11,Post-Monsoon,30.0,61.3,1017.5,2.3,39.9,50.3
Karnataka,2020,12,Winter,24.2,41.1,1011.7,0.9,53.1,101.4
Karnataka,2021,1,Winter,24.9,77.2,1006.4,4.2,49.0,78.2
Karnataka,2021,2,Winter,26.3,56.1,1007.2,1.9,27.1,31.3
Karnataka,2021,3,Pre-Monsoon,33.4,62.9,1015.5,1.9,7.7,43.1
Karnataka,2021,4,Pre-Monsoon,27.2,64.5,1003.4,4.5,48.7,78.4
Karnataka,2021,5,Pre-Monsoon,33.5,58.2,1016.8,2.7,39.0,84.8
Karnataka,2021,6,Monsoon,29.5,87.3,1001.4,3.5,73.2,112.2
Karnataka,2021,7,Monsoon,25.7,104.3,1023.6,5.1,76.1,109.8
Karnataka,2021,8,Monsoon,26.1,85.6,1014.8,3.3,80.0,106.4
Karnataka,2021,9,Monsoon,24.2,78.1,1010.1,6.4,83.3,82.8
Karnataka,2021,10,Post-Monsoon,29.0,52.6,1020.6,2.0,33.6,76.7
Karnataka,2021,11,Post-Monsoon,25.4,53.8,1008.9,3.5,12.2,0.0
Karnataka,2021,12,Winter,23.1,69.4,1021.4,2.0,28.8,79.2
Karnataka,2022,1,Winter,20.3,61.9,1014.3,2.9,27.4,54.0
Karnataka,2022,2,Winter,19.0,59.7,1016.2,1.5,35.9,67.0
Karnataka,2022,3,Pre-Monsoon,30.3,66.4,1006.3,2.3,44.2,75.8
Karnataka,2022,4,Pre-Monsoon,29.8,66.8,1018.0,0.5,52.4,68.1
Karnataka,2022,5,Pre-Monsoon,31.9,74.6,1003.4,1.8,30.7,52.2
Karnataka,2022,6,Monsoon,31.5,78.1,1009.1,4.7,57.0,80.9
Karnataka,2022,7,Monsoon,28.6,82.3,1012.3,4.0,52.3,92.7
Karnataka,2022,8,Monsoon,31.5,85.1,1014.6,5.2,56.0,124.1
Karnataka,2022,9,Monsoon,28.4,98.1,1007.9,6.3,86.6,136.0
Karnataka,2022,10,Post-Monsoon,28.5,63.0,1021.4,2.6,5.5,11.3
Karnataka,2022,11,Post-Monsoon,27.6,67.5,1012.6,3.7,5.7,42.9
Karnataka,2022,12,Winter,20.4,71.1,1012.3,2.9,22.0,80.9
Karnataka,2023,1,Winter,26.1,69.7,1012.1,3.1,24.4,73.6
Karnataka,2023,2,Winter,27.3,73.6,1007.9,2.9,15.6,64.9
Karnataka,2023,3,Pre-Monsoon,31.9,50.0,1004.9,2.2,30.5,28.3
Karnataka,2023,4,Pre-Monsoon,31.8,67.0,1011.6,1.7,50.7,109.2
Karnataka,2023,5,Pre-Monsoon,30.0,60.1,1016.4,2.1,32.9,70.6
Karnataka,2023,6,Monsoon,24.2,95.5,1013.5,4.1,73.7,110.1
Karnataka,2023,7,Monsoon,24.5,97.0,1013.3,4.9,89.3,103.9
Karnataka,2023,8,Monsoon,28.9,82.9,1018.9,2.4,73.5,88.9
Karnataka,2023,9,Monsoon,28.9,88.8,1008.0,3.8,73.3,90.8
Karnataka,2023,10,Post-Monsoon,29.7,62.0,992.7,2.1,19.4,23.1
Karnataka,2023,11,Post-Monsoon,25.5,65.9,1022.3,2.8,25.9,60.4
Karnataka,2023,12,Winter,23.1,59.4,1004.9,0.7,29.2,60.2
Karnataka,2024,1,Winter,23.8,61.7,1006.4,3.1,15.2,62.2
Karnataka,2024,2,Winter,22.0,59.0,1002.7,2.0,49.6,84.3
Karnataka,2024,3,Pre-Monsoon,33.0,69.2,1005.3,2.2,23.3,84.6
Karnataka,2024,4,Pre-Monsoon,28.6,72.1,1019.3,4.3,28.9,72.9
Karnataka,2024,5,Pre-Monsoon,35.6,60.1,1002.3,0.6,45.7,34.0
Karnataka,2024,6,Monsoon,27.3,88.5,1014.3,4.9,78.3,135.6
Karnataka,2024,7,Monsoon,26.1,79.6,1007.6,5.3,88.5,124.5
Karnataka,2024,8,Monsoon,30.4,75.6,1024.7,6.0,86.0,139.9
Karnataka,2024,9,Monsoon,24.7,80.8,1007.9,5.2,59.2,107.9
Karnataka,2024,10,Post-Monsoon,30.7,70.6,1015.0,1.5,22.3,79.2
Karnataka,2024,11,Post-Monsoon,29.6,64.7,1010.1,0.5,18.9,88.2
Karnataka,2024,12,Winter,21.4,66.5,1020.1,1.2,37.8,80.9
Tamil Nadu,2010,1,Winter,27.0,85.9,1001.3,3.6,32.4,92.4
Tamil Nadu,2010,2,Winter,27.9,57.1,1014.6,0.6,44.0,69.6
Tamil Nadu,2010,3,Pre-Monsoon,35.3,71.5,1015.6,2.6,21.8,39.8
Tamil Nadu,2010,4,Pre-Monsoon,36.4,74.5,1011.3,2.5,21.4,80.8
Tamil Nadu,2010,5,Pre-Monsoon,35.3,78.5,1006.9,2.1,38.5,88.1
Tamil Nadu,2010,6,Monsoon,30.6,76.0,1019.2,5.2,61.3,114.1
Tamil Nadu,2010,7,Monsoon,33.3,84.1,1013.6,5.1,62.1,95.3
Tamil Nadu,2010,8,Monsoon,26.7,90.0,1002.1,6.0,70.0,105.0
Tamil Nadu,2010,9,Monsoon,29.7,80.7,1022.9,2.0,94.2,121.3
Tamil Nadu,2010,10,Post-Monsoon,28.6,54.4,1024.7,1.6,17.7,59.7
Tamil Nadu,2010,11,Post-Monsoon,31.7,55.5,1014.5,1.5,51.5,89.9
Tamil Nadu,2010,12,Winter,28.1,65.9,1025.3,2.5,17.3,52.2
Tamil Nadu,2011,1,Winter,31.2,54.9,1010.5,2.9,34.2,36.4
Tamil Nadu,2011,2,Winter,29.2,81.6,1014.4,1.6,11.8,57.8
Tamil Nadu,2011,3,Pre-Monsoon,36.2,66.8,1013.0,1.9,18.6,66.5
Tamil Nadu,2011,4,Pre-Monsoon,35.8,50.6,1024.1,3.1,56.0,38.7
Tamil Nadu,2011,5,Pre-Monsoon,31.3,61.8,1016.5,4.3,45.6,62.1
Tamil Nadu,2011,6,Monsoon,28.9,92.8,1006.2,6.1,70.7,141.6
Tamil Nadu,2011,7,Monsoon,32.4,81.9,1009.4,4.2,81.4,112.1
Tamil Nadu,2011,8,Monsoon,29.8,81.7,1013.6,2.4,81.9,89.5
Tamil Nadu,2011,9,Monsoon,28.7,69.5,1000.4,3.1,64.4,132.1
Tamil Nadu,2011,10,Post-Monsoon,29.9,64.4,1015.8,2.6,33.8,35.5
Tamil Nadu,2011,11,Post-Monsoon,33.9,77.5,1001.2,1.5,30.8,51.3
Tamil Nadu,2011,12,Winter,28.0,57.2,1028.2,3.7,38.2,74.1
Tamil Nadu,2012,1,Winter,29.2,58.5,1007.3,2.6,47.9,73.3
Tamil Nadu,2012,2,Winter,23.8,56.6,1012.5,2.4,64.6,52.9
Tamil Nadu,2012,3,Pre-Monsoon,35.0,74.9,1028.9,2.1,42.4,78.7
Tamil Nadu,2012,4,Pre-Monsoon,34.4,62.2,1016.1,-0.0,45.2,69.6
Tamil Nadu,2012,5,Pre-Monsoon,33.6,79.4,1008.3,2.1,64.9,79.6
Tamil Nadu,2012,6,Monsoon,29.9,81.8,1018.9,4.7,55.6,75.4
Tamil Nadu,2012,7,Monsoon,29.8,82.4,1016.0,4.9,48.4,103.0
Tamil Nadu,2012,8,Monsoon,31.5,94.1,1016.1,5.6,82.0,142.5
Tamil Nadu,2012,9,Monsoon,32.0,82.2,1028.9,5.4,83.6,79.1
Tamil Nadu,2012,10,Post-Monsoon,28.4,65.3,1014.0,1.9,37.1,95.1
Tamil Nadu,2012,11,Post-Monsoon,32.4,53.9,1012.2,1.7,29.2,42.5
Tamil Nadu,2012,12,Winter,26.0,53.0,1012.1,1.9,0.0,68.0
Tamil Nadu,2013,1,Winter,29.2,60.0,1013.1,1.3,60.4,117.0
Tamil Nadu,2013,2,Winter,27.3,71.2,1014.2,1.2,28.8,62.7
Tamil Nadu,2013,3,Pre-Monsoon,33.1,61.3,1012.4,2.4,35.8,39.2
Tamil Nadu,2013,4,Pre-Monsoon,32.6,52.7,1019.8,0.4,52.3,93.3
Tamil Nadu,2013,5,Pre-Monsoon,33.4,42.2,1010.5,2.4,19.8,26.7
Tamil Nadu,2013,6,Monsoon,34.1,88.3,1006.5,2.9,70.1,102.2
Tamil Nadu,2013,7,Monsoon,32.0,78.7,1016.6,6.4,87.2,109.4
Tamil Nadu,2013,8,Monsoon,30.6,80.1,1021.3,3.9,75.7,101.1
Tamil Nadu,2013,9,Monsoon,30.0,72.0,1015.3,4.4,82.5,92.4
Tamil Nadu,2013,10,Post-Monsoon,33.4,56.0,1025.0,0.8,41.5,66.3
Tamil Nadu,2013,11,Post-Monsoon,29.4,66.4,1022.0,0.3,42.5,15.2
Tamil Nadu,2013,12,Winter,25.1,76.0,1008.9,1.3,32.0,109.0
Tamil Nadu,2014,1,Winter,23.3,54.6,1023.5,4.4,33.4,17.7
Tamil Nadu,2014,2,Winter,31.2,75.8,1017.8,1.7,34.3,43.8
Tamil Nadu,2014,3,Pre-Monsoon,34.7,74.6,1019.2,1.4,55.6,61.5
Tamil Nadu,2014,4,Pre-Monsoon,35.4,74.7,1005.2,2.5,27.0,23.1
Tamil Nadu,2014,5,Pre-Monsoon,34.7,83.1,1000.1,2.5,44.6,61.6
Tamil Nadu,2014,6,Monsoon,30.8,72.6,1014.6,3.7,42.2,66.7
Tamil Nadu,2014,7,Monsoon,32.9,83.4,1014.6,5.6,78.4,87.5
Tamil Nadu,2014,8,Monsoon,30.4,93.5,1015.2,4.7,55.9,70.3
Tamil Nadu,2014,9,Monsoon,29.3,77.9,1007.3,3.4,100.0,105.3
Tamil Nadu,2014,10,Post-Monsoon,34.8,53.2,1013.5,1.2,24.6,19.5
Tamil Nadu,2014,11,Post-Monsoon,33.5,59.8,1020.5,3.1,69.6,37.6
Tamil Nadu,2014,12,Winter,29.5,72.2,1006.2,3.5,40.0,47.8
Tamil Nadu,2015,1,Winter,25.4,57.2,1027.3,2.5,46.7,31.5
Tamil Nadu,2015,2,Winter,25.4,71.7,1003.6,2.1,35.5,50.5
Tamil Nadu,2015,3,Pre-Monsoon,33.6,66.2,1017.8,3.2,20.2,30.1
Tamil Nadu,2015,4,Pre-Monsoon,36.4,70.2,1003.4,2.9,5.3,32.2
Tamil Nadu,2015,5,Pre-Monsoon,37.8,55.4,1007.2,3.3,11.9,19.1
Tamil Nadu,2015,6,Monsoon,32.2,77.9,1011.3,5.2,81.3,78.8
Tamil Nadu,2015,7,Monsoon,30.3,86.0,1012.1,5.0,67.5,68.0
Tamil Nadu,2015,8,Monsoon,29.0,82.7,1007.3,3.4,78.9,79.8
Tamil Nadu,2015,9,Monsoon,32.6,79.6,1015.9,5.1,81.7,63.1
Tamil Nadu,2015,10,Post-Monsoon,31.3,65.9,1013.1,0.4,37.4,76.0
Tamil Nadu,2015,11,Post-Monsoon,30.3,57.2,1015.6,2.8,52.9,31.7
Tamil Nadu,2015,12,Winter,28.5,67.7,1012.0,2.8,50.4,65.5
Tamil Nadu,2016,1,Winter,24.7,69.6,1012.5,2.6,36.1,62.6
Tamil Nadu,2016,2,Winter,29.4,62.3,1005.2,2.1,37.7,90.1
Tamil Nadu,2016,3,Pre-Monsoon,35.2,56.2,1030.4,2.8,54.1,61.8
Tamil Nadu,2016,4,Pre-Monsoon,35.1,69.7,1021.5,3.6,48.1,65.4
Tamil Nadu,2016,5,Pre-Monsoon,32.9,65.7,1019.5,2.3,51.0,101.4
Tamil Nadu,2016,6,Monsoon,29.2,76.3,1012.0,4.8,67.1,121.7
Tamil Nadu,2016,7,Monsoon,31.8,83.3,1002.9,3.2,79.2,69.5
Tamil Nadu,2016,8,Monsoon,33.0,81.7,1035.7,6.8,72.3,90.5
Tamil Nadu,2016,9,Monsoon,33.0,96.6,1001.5,2.7,65.7,121.6
Tamil Nadu,2016,10,Post-Monsoon,32.0,71.6,1004.6,0.2,47.9,62.8
Tamil Nadu,2016,11,Post-Monsoon,27.0,64.2,1018.6,2.4,28.1,50.4
Tamil Nadu,2016,12,Winter,26.3,52.2,1008.0,3.0,39.8,63.4
Tamil Nadu,2017,1,Winter,25.0,61.5,997.8,2.7,56.4,53.5
Tamil Nadu,2017,2,Winter,25.8,65.6,1021.8,2.1,24.6,11.0
Tamil Nadu,2017,3,Pre-Monsoon,34.2,79.3,1014.9,2.5,39.8,73.3
Tamil Nadu,2017,4,Pre-Monsoon,32.4,69.6,1014.6,2.5,20.4,78.3
Tamil Nadu,2017,5,Pre-Monsoon,35.3,58.6,1020.0,2.0,23.3,30.6
Tamil Nadu,2017,6,Monsoon,27.5,86.8,1000.2,3.3,43.9,85.4
Tamil Nadu,2017,7,Monsoon,30.7,80.4,1005.7,3.3,82.0,100.5
